Date|State|Office|District|Candidate|Party|Votes
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|5|Scott Reske|Democrat|125347
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|5|Chard Reid|Libertarian|13442
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|6|Luke Messer|Republican|162613
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|6|Bradley T. Bookout|Democrat|96678
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|6|Rex Bell|Libertarian|15962
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|7|Carlos A. May|Republican|95828
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|7|Andre´ Carson|Democrat|162122
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|8|Larry Bucshon|Republican|151533
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|8|Dave Crooks|Democrat|122325
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|8|Bart Gadau|Libertarian|10134
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|9|Todd C. Young|Republican|165332
11/6/2012|INDIANA|FOR UNITED STATES REPRESENTATIVE|9|Shelli Yoder|Democrat|132848
11/6/2012|IOWA|FOR PRESIDENTIAL ELECTORS|||Republican|730617
11/6/2012|IOWA|FOR PRESIDENTIAL ELECTORS|||Democratic|822544
11/6/2012|IOWA|FOR PRESIDENTIAL ELECTORS|||Libertarian|12926
11/6/2012|IOWA|FOR PRESIDENTIAL ELECTORS|||Socialist Workers|445
11/6/2012|IOWA|FOR PRESIDENTIAL ELECTORS|||Green|3769
11/6/2012|IOWA|FOR PRESIDENTIAL ELECTORS|||Constitution|3038
11/6/2012|IOWA|FOR PRESIDENTIAL ELECTORS|||Party for Socialism and Liberation|372
11/6/2012|IOWA|FOR PRESIDENTIAL ELECTORS|||Nominated by Petition|1027
11/6/2012|IOWA|FOR PRESIDENTIAL ELECTORS|||Write-in|7442
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|1|Ben Lange|Republican|162465
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|1|Bruce L. Braley|Democrat|222422
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|1|Gregory Hughes|Nominated by Petition|4772
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|1|George Todd Krail II|Nominated by Petition|931
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|1|Write-in||259
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|2|John Archer|Republican|161977
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|2|David Loebsack|Democrat|211863
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|2|Alan Aversa|Nominated by Petition|7112
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|2|Write-in||323
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|3|Tom Latham|Republican|202000
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|3|Leonard L. Boswell|Democrat|168632
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|3|David Rosenfeld|Socialist Workers|6286
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|3|Scott G. Batcher|Nominated by Petition|9352
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|3|Write-in||572
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|4|Steve King|Republican|200063
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|4|Christie Vilsack|Democrat|169470
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|4|Martin James Monroe|Nominated by Petition|8124
11/6/2012|IOWA|FOR UNITED STATES REPRESENTATIVE|4|Write-in||226
11/6/2012|KANSAS|FOR PRESIDENTIAL ELECTORS|||Republican|692634
11/6/2012|KANSAS|FOR PRESIDENTIAL ELECTORS|||Democratic|440726
11/6/2012|KANSAS|FOR PRESIDENTIAL ELECTORS|||Libertarian|20456
11/6/2012|KANSAS|FOR PRESIDENTIAL ELECTORS|||Reform Party of Kansas|5017
11/6/2012|KANSAS|FOR PRESIDENTIAL ELECTORS|||Write-in|1138
11/6/2012|KANSAS|FOR UNITED STATES REPRESENTATIVE|1|Tim Huelskamp|Republican|211337
11/6/2012|KANSAS|FOR UNITED STATES REPRESENTATIVE|2|Lynn Jenkins|Republican|167463
11/6/2012|KANSAS|FOR UNITED STATES REPRESENTATIVE|2|Tobias Schlingensiepen|Democrat|113735
11/6/2012|KANSAS|FOR UNITED STATES REPRESENTATIVE|2|Dennis Hawver|Libertarian|12520
11/6/2012|KANSAS|FOR UNITED STATES REPRESENTATIVE|3|Kevin Yoder|Republican|201087
11/6/2012|KANSAS|FOR UNITED STATES REPRESENTATIVE|3|Joel Balam|Libertarian|92675
11/6/2012|KANSAS|FOR UNITED STATES REPRESENTATIVE|4|Mike Pompeo|Republican|161094
11/6/2012|KANSAS|FOR UNITED STATES REPRESENTATIVE|4|Robert Leon Tillman|Democrat|81770
11/6/2012|KANSAS|FOR UNITED STATES REPRESENTATIVE|4|Thomas Jefferson|Libertarian|16058
11/6/2012|KENTUCKY|FOR PRESIDENTIAL ELECTORS|||Republican|1087190
11/6/2012|KENTUCKY|FOR PRESIDENTIAL ELECTORS|||Democratic|679370
11/6/2012|KENTUCKY|FOR PRESIDENTIAL ELECTORS|||Independent|6872
11/6/2012|KENTUCKY|FOR PRESIDENTIAL ELECTORS|||Libertarian|17063
11/6/2012|KENTUCKY|FOR PRESIDENTIAL ELECTORS|||Green|6337
11/6/2012|KENTUCKY|FOR PRESIDENTIAL ELECTORS|||Write-in|380
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|1|Ed Whitfield|Republican|199956
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|1|Charles Kendall Hatchett|Democrat|87199
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|2|Brett Guthrie|Republican|181508
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|2|David Lynn Williams|Democrat|89541
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|2|Andrew R. Beacham|Independent|6304
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|2|Craig R. Astor|Libertarian|4914
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|3|Brooks Wicker|Republican|111452
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|3|John A. Yarmuth|Democrat|206385
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|3|Robert L. DeVore, Jr.|Independent|4819
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|4|Thomas Massie|Republican|186036
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|4|William R. "Bill" Adkins|Democrat|104734
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|4|David Lewis|Independent|8674
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|5|Harold Rogers|Republican|195408
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|5|Kenneth S. Stepp|Democrat|55447
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|6|Garland "Andy" Barr|Republican|153222
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|6|Ben Chandler|Democrat|141438
11/6/2012|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|6|Randolph S. Vance|Write-in|8340
11/6/2012|LOUISIANA|FOR PRESIDENTIAL ELECTORS|||Republican|1152262
11/6/2012|LOUISIANA|FOR PRESIDENTIAL ELECTORS|||Democratic|809141
11/6/2012|LOUISIANA|FOR PRESIDENTIAL ELECTORS|||Libertarian|18157
11/6/2012|LOUISIANA|FOR PRESIDENTIAL ELECTORS|||Green|6978
11/6/2012|LOUISIANA|FOR PRESIDENTIAL ELECTORS|||Constitution|2508
11/6/2012|LOUISIANA|FOR PRESIDENTIAL ELECTORS|||We the People|1767
11/6/2012|LOUISIANA|FOR PRESIDENTIAL ELECTORS|||Justice|1368
11/6/2012|LOUISIANA|FOR PRESIDENTIAL ELECTORS|||Socialism and Liberation|622
11/6/2012|LOUISIANA|FOR PRESIDENTIAL ELECTORS|||Prohibition|518
11/6/2012|LOUISIANA|FOR PRESIDENTIAL ELECTORS|||Socialist Workers|389
11/6/2012|LOUISIANA|FOR PRESIDENTIAL ELECTORS|||Socialist Equality|355
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|1|Gary King|Republican|24844
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|1|Steve Scalise|Republican|193496
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|1|M. V. "Vinny" Mendoza|Democrat|61703
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|1|David "Turk" Turknett|No Party|6079
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|1|Arden Wells|No Party|4288
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|2|Dwayne Bailey|Republican|38801
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|2|Josue Larose|Republican|11345
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|2|Gary Landrieu|Democrat|71916
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|2|Cedric L. Richmond|Democrat|158501
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|2|Caleb Trotter|Libertarian|6791
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|3|Bryan Barrilleaux|Republican|7908
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|3|Charles W. Boustany, Jr.|Republican|139123
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|3|Jeffrey M. Landry|Republican|93527
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|3|Ron Richard|Democrat|67070
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|3|Jim Stark|Libertarian|3765
12/8/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|3|Charles W. Boustany, Jr.|Republican|58820
12/8/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|3|Jeffrey M. Landry|Republican|37767
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|4|John Fleming|Republican|187894
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|4|Randall Lord|Libertarian|61637
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|5|Rodney Alexander|Republican|202536
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|5|Clay Steven Grant|Libertarian|20194
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|5|Ron Ceasar|No Party|37486
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|6|Bill Cassidy|Republican|243553
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|6|Rufus Holt Craig, Jr.|Libertarian|32185
11/6/2012|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|6|Richard "RPT" Torregano|No Party|30975
11/6/2012|MAINE|FOR PRESIDENTIAL ELECTORS|||Republican|292276
11/6/2012|MAINE|FOR PRESIDENTIAL ELECTORS|||Democratic|401306
11/6/2012|MAINE|FOR PRESIDENTIAL ELECTORS|||Libertarian|9352
11/6/2012|MAINE|FOR PRESIDENTIAL ELECTORS|||Green Independent|8119
11/6/2012|MAINE|FOR PRESIDENTIAL ELECTORS|||Blank|11578
11/6/2012|MAINE|FOR PRESIDENTIAL ELECTORS|||Write-in|2127
11/6/2012|MAINE|FOR UNITED STATES SENATOR||Charles E. Summers, Jr.|Republican|215399
11/6/2012|MAINE|FOR UNITED STATES SENATOR||Cynthia Ann Dill|Democrat|92900
11/6/2012|MAINE|FOR UNITED STATES SENATOR||Stephen M. Woods|Independent|10289
11/6/2012|MAINE|FOR UNITED STATES SENATOR||Angus King|Independent for Maine|370580
11/6/2012|MAINE|FOR UNITED STATES SENATOR||Danny Francis Dalton|Non-Party|5807
11/6/2012|MAINE|FOR UNITED STATES SENATOR||Andrew Ian Dodge|Independent for Liberty|5624
11/6/2012|MAINE|FOR UNITED STATES SENATOR||Blank||24121
11/6/2012|MAINE|FOR UNITED STATES REPRESENTATIVE|1|Jonathan T. E. Courtney|Republican|128440
11/6/2012|MAINE|FOR UNITED STATES REPRESENTATIVE|1|Chellie Pingree|Democrat|236363
11/6/2012|MAINE|FOR UNITED STATES REPRESENTATIVE|1|Blank||15912
11/6/2012|MAINE|FOR UNITED STATES REPRESENTATIVE|2|Kevin L. Raye|Republican|137542
11/6/2012|MAINE|FOR UNITED STATES REPRESENTATIVE|2|Michael H. Michaud|Democrat|191456
11/6/2012|MAINE|FOR UNITED STATES REPRESENTATIVE|2|Blank||14910
11/6/2012|MARYLAND|FOR PRESIDENTIAL ELECTORS|||Republican|971869
11/6/2012|MARYLAND|FOR PRESIDENTIAL ELECTORS|||Democratic|1677844
11/6/2012|MARYLAND|FOR PRESIDENTIAL ELECTORS|||Libertarian|30195
11/6/2012|MARYLAND|FOR PRESIDENTIAL ELECTORS|||Green|17110
11/6/2012|MARYLAND|FOR PRESIDENTIAL ELECTORS|||Write-in|10309
11/6/2012|MARYLAND|FOR UNITED STATES SENATOR||Daniel John Bongino|Republican|693291
11/6/2012|MARYLAND|FOR UNITED STATES SENATOR||Benjamin L. Cardin|Democrat|1474028
11/6/2012|MARYLAND|FOR UNITED STATES SENATOR||S. Rob Sobhani|Unaffiliated|430934
11/6/2012|MARYLAND|FOR UNITED STATES SENATOR||Dean Ahmad|Libertarian|32252
11/6/2012|MARYLAND|FOR UNITED STATES SENATOR||Lih Young|Write-in (Democrat)|163
11/6/2012|MARYLAND|FOR UNITED STATES SENATOR||Brandy Baker|Write-in (Unaffiliated)|151
11/6/2012|MARYLAND|FOR UNITED STATES SENATOR||Ed Tinus|Write-in (Unaffiliated)|48
11/6/2012|MARYLAND|FOR UNITED STATES SENATOR||Mary Podlesak|Write-in (Republican)|21
11/6/2012|MARYLAND|FOR UNITED STATES SENATOR||Other Write-ins||2346
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Andy Harris|Republican|214204
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Wendy Rosen|Democrat|92812
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Muir Wayne Boda|Libertarian|12857
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|John LaFerla|Write-in (Democrat)|14858
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Michael Calpino|Write-in (Unaffiliated)|71
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Douglas Dryden Rae|Write-in (Unaffiliated)|26
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Other Write-ins||2932
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|2|Nancy C. Jacobs|Republican|92071
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|2|C. A. Dutch Ruppersberger|Democrat|194088
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|2|Leo Wayne Dymowski|Libertarian|9344
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|2|Ray Bly|Write-in (Republican)|22
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|2|Other Write-ins||415
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|3|Eric Delano Knowles|Republican|94549
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|3|John P. Sarbanes|Democrat|213747
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|3|Paul W. Drgos, Jr.|Libertarian|11028
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|3|Write-in||535
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|4|Faith M. Loudon|Republican|64560
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|4|Donna F. Edwards|Democrat|240385
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|4|Scott Soffen|Libertarian|6204
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|4|Write-in||363
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|5|Tony O’Donnell|Republican|95271
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|5|Steny H. Hoyer|Democrat|238618
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|5|Arvin Vohra|Libertarian|4503
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|5|Bob Auerbach|Green|5040
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|5|Write-in||388
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|6|Roscoe G. Bartlett|Republican|117313
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|6|John Delaney|Democrat|181921
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|6|Nickolaus Mueller|Libertarian|9916
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|6|Write-in||399
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Frank C. Mirabile|Republican|67405
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Elijah E. Cummings|Democrat|247770
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Ronald M. Owens-Bey|Libertarian|8211
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Charles U. Smith|Write-in (Democrat)|28
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Ty Glen Busch|Write-in (Democrat)|10
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Other Write-ins||394
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|8|Ken Timmerman|Republican|113033
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|8|Chris Van Hollen|Democrat|217531
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|8|Mark Grannis|Libertarian|7235
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|8|George Gluck|Green|5064
11/6/2012|MARYLAND|FOR UNITED STATES REPRESENTATIVE|8|Write-in||393
11/6/2012|MASSACHUSETTS|FOR PRESIDENTIAL ELECTORS|||Republican|1188314
11/6/2012|MASSACHUSETTS|FOR PRESIDENTIAL ELECTORS|||Democratic|1921290
11/6/2012|MASSACHUSETTS|FOR PRESIDENTIAL ELECTORS|||Libertarian|30920
11/6/2012|MASSACHUSETTS|FOR PRESIDENTIAL ELECTORS|||Green-Rainbow|20691
11/6/2012|MASSACHUSETTS|FOR PRESIDENTIAL ELECTORS|||All Others|6552
11/6/2012|MASSACHUSETTS|FOR PRESIDENTIAL ELECTORS|||Blank/Scattering|16429
11/6/2012|MASSACHUSETTS|FOR UNITED STATES SENATOR||Scott P. Brown|Republican|1458048
11/6/2012|MASSACHUSETTS|FOR UNITED STATES SENATOR||Elizabeth A. Warren|Democrat|1696346
11/6/2012|MASSACHUSETTS|FOR UNITED STATES SENATOR||All Others||2159
11/6/2012|MASSACHUSETTS|FOR UNITED STATES SENATOR||Blank/Scattering||27643
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|1|Richard E. Neal|Democrat|261936
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|1|All Others||4197
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|1|Blank/Scattering||70422
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|2|James P. McGovern|Democrat|259257
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|2|All Others||4078
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|2|Blank/Scattering||79401
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|3|Jonathan A. Golnik|Republican|109372
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|3|Niki Tsongas|Democrat|212119
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|3|All Others||262
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|3|Blank/Scattering||13358
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|4|Sean Bielat|Republican|129936
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|4|Joseph P. Kennedy III|Democrat|221303
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|4|David A. Rosa|Independent|10741
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|4|All Others||265
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|4|Blank/Scattering||10869
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|5|Tom Tierney|Republican|82944
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|5|Edward J. Markey|Democrat|257490
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|5|All Others||675
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|5|Blank/Scattering||23092
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|6|Richard R. Tisei|Republican|176612
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|6|John F. Tierney|Democrat|180942
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|6|Daniel Fishman|Libertarian|16739
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|6|All Others||514
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|6|Blank/Scattering||15045
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|7|Michael E. Capuano|Democrat|210794
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|7|Karla Romero|Independent|41199
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|7|All Others||843
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|7|Blank/Scattering||32298
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|8|Joe Selvaggi|Republican|82242
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|8|Stephen F. Lynch|Democrat|263999
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|8|All Others||570
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|8|Blank/Scattering||24883
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|9|Christopher Sheldon|Republican|116531
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|9|William R. Keating|Democrat|212754
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|9|Daniel S. Botelho|Independent|32655
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|9|All Others||465
11/6/2012|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|9|Blank/Scattering||23394
11/6/2012|MICHIGAN|FOR PRESIDENTIAL ELECTORS|||Republican|2115256
11/6/2012|MICHIGAN|FOR PRESIDENTIAL ELECTORS|||Democratic|2564569
11/6/2012|MICHIGAN|FOR PRESIDENTIAL ELECTORS|||Green|21897
11/6/2012|MICHIGAN|FOR PRESIDENTIAL ELECTORS|||U.S. Taxpayers (Constitution Party Candidate)|16119
11/6/2012|MICHIGAN|FOR PRESIDENTIAL ELECTORS|||Natural Law (Justice Party Candidate)|5147
11/6/2012|MICHIGAN|FOR PRESIDENTIAL ELECTORS|||Write-in|7973
11/6/2012|MICHIGAN|FOR UNITED STATES SENATOR||Pete Hoekstra|Republican|1767386
11/6/2012|MICHIGAN|FOR UNITED STATES SENATOR||Debbie Stabenow|Democrat|2735826
11/6/2012|MICHIGAN|FOR UNITED STATES SENATOR||Scotty Boman|Libertarian|84480
11/6/2012|MICHIGAN|FOR UNITED STATES SENATOR||Harley Mikkelson|Green|27890
11/6/2012|MICHIGAN|FOR UNITED STATES SENATOR||Richard A. Matkin|U.S. Taxpayers|26038
11/6/2012|MICHIGAN|FOR UNITED STATES SENATOR||John D. Litle|Natural Law|11229
11/6/2012|MICHIGAN|FOR UNITED STATES SENATOR||Amitabh Ghosh|Write-in|48
11/6/2012|MICHIGAN|FOR UNITED STATES SENATOR||Daniel Holloway|Write-in|10
11/6/2012|MICHIGAN|FOR UNITED STATES SENATOR||Raymond O’Donnell|Write-in|7
11/6/2012|MICHIGAN|FOR UNITED STATES SENATOR||Katherine Houston|Write-in|4
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|1|Dan Benishek|Republican|167060
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|1|Gary McDowell|Democrat|165179
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|1|Emily Salvette|Libertarian|10630
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|1|Ellis Boal|Green|4168
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|2|Bill Huizenga|Republican|194653
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|2|Willie German, Jr.|Democrat|108973
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|2|Mary Buzuma|Libertarian|8750
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|2|William J. Opalicky|Green|2715
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|2|Ronald E. Graeser|U.S. Taxpayers|3176
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|3|Justin Amash|Republican|171675
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|3|Steve Pestka|Democrat|144108
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|3|Bill Gelineau|Libertarian|10498
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|3|Steven Butler|Write-in|2
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|4|Dave Camp|Republican|197386
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|4|Debra Freidell Wirth|Democrat|104996
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|4|John Gelineau|Libertarian|4285
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|4|Pat Timmons|Green|2776
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|4|George M. Zimmer|U.S. Taxpayers|3506
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|5|Jim Slezak|Republican|103931
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|5|Daniel T. Kildee|Democrat|214531
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|5|Gregory Creswell|Libertarian|4990
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|5|David Davenport|No Party Affiliation|6694
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|6|Fred Upton|Republican|174955
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|6|Mike O’Brien|Democrat|136563
